Image Filename,Item Label,URL,Label
Artwork_wikidata_00000031.jpg,Madonna of Humility,http://commons.wikimedia.org/wiki/Special:FilePath/Madonna%20van%20de%20nederigheid%20Rijksmuseum%20SK-A-3997.jpeg,arcade
Artwork_wikidata_00000032.jpg,The Arcade of the Former Hôpital Saint-Yves in Rennes,http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Jacques%20Monanteuil-h%C3%B4pital%20Saint-Yves%20%C3%A0%20Rennes.jpg,arcade
Artwork_wikidata_00000033.jpg,The Death of Caesar,http://commons.wikimedia.org/wiki/Special:FilePath/Jean-L%C3%A9on%20G%C3%A9r%C3%B4me%20-%20The%20Death%20of%20Caesar%20-%20Walters%2037884.jpg,arcade
Artwork_wikidata_00000034.jpg,Staircase in the Villa Farnese at Caprarola,http://commons.wikimedia.org/wiki/Special:FilePath/Hubert%20Robert%20003.jpg,arcade
Artwork_wikidata_00000035.jpg,Solomon and the Queen of Sheba,http://commons.wikimedia.org/wiki/Special:FilePath/Salomon%20et%20la%20reine%20de%20Saba%20%E2%80%93%20Nicolas%20Vleughels%20%E2%80%93%20Mus%C3%A9e%20du%20Louvre%2C%20RF%201994-412%20%E2%80%93%20Q19307619.jpg,arcade
Artwork_wikidata_00000036.jpg,Bathers,http://commons.wikimedia.org/wiki/Special:FilePath/Gerome%20baigneuses.jpg,arcade
Artwork_wikidata_00000037.jpg,The Great Bath at Bursa,http://commons.wikimedia.org/wiki/Special:FilePath/La%20grande%20piscine%20de%20brousse.jpg,arcade
Artwork_wikidata_00000038.jpg,The Terrace of the Seraglio,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Terrace%20of%20the%20Seraglio%2C%20Jean-L%C3%A9on%20G%C3%A9r%C3%B4me.jpg,arcade
Artwork_wikidata_00000039.jpg,Bathsheba Bathing,http://commons.wikimedia.org/wiki/Special:FilePath/Paris%20Bordone%20-%20Bathsheba%20Bathing%20-%20WGA02456.jpg,arcade
Artwork_wikidata_00000040.jpg,Nude woman,http://commons.wikimedia.org/wiki/Special:FilePath/G%C3%A9rome%2C%20Femme%20nue%2C%201889%20%285613508427%29.jpg,arcade
Artwork_wikidata_00000041.jpg,Harem,http://commons.wikimedia.org/wiki/Special:FilePath/Chasseriau%20Harem%20Image%201.jpg,arcade
Artwork_wikidata_00000042.jpg,Q19923968,http://commons.wikimedia.org/wiki/Special:FilePath/Francesco%20Hayez%20016.jpg,arcade
Artwork_wikidata_00000043.jpg,"Arcade of the Grand Trianon, Versailles",http://commons.wikimedia.org/wiki/Special:FilePath/Beckwith%20James%20Carroll%20Arcade%20of%20the%20Grand%20Trianon%20Versailles.jpg,arcade
Artwork_wikidata_00000044.jpg,A Donkey House in Tunis,http://commons.wikimedia.org/wiki/Special:FilePath/Theodor%20Philipsen%20-%20A%20Donkey%20House%20in%20Tunis%20-%20KMS3645%20-%20Statens%20Museum%20for%20Kunst.jpg,arcade
Artwork_wikidata_00000045.jpg,The Cloisters of the Franciscan Monastery Santa Maria in Aracoeli in Rome,http://commons.wikimedia.org/wiki/Special:FilePath/I%20franciskanerklosteret%20Santa%20Maria%20in%20Aracoeli%20i%20Rom.jpg,arcade
Artwork_wikidata_00000046.jpg,"Arcade of the Grand Trianon, Versailles",http://commons.wikimedia.org/wiki/Special:FilePath/Carroll%20Beckwith%20-%20Arcade%20of%20the%20Grand%20Trianon%2C%20Versailles%20-%201974.69.15%20-%20Smithsonian%20American%20Art%20Museum.jpg,arcade
Artwork_wikidata_00000047.jpg,Q26970902,http://commons.wikimedia.org/wiki/Special:FilePath/Isabey%20-%20Vue%20du%20clo%C3%AEtre%20de%20Saint-Wandrille.jpg,arcade
Artwork_wikidata_00000048.jpg,Buildings and Gardens,http://commons.wikimedia.org/wiki/Special:FilePath/Buildings%20and%20gardens%20mg%200020.jpg,arcade
Artwork_wikidata_00000049.jpg,The Captive King,http://commons.wikimedia.org/wiki/Special:FilePath/Studycaptiveking%20large.jpg,arch
Artwork_wikidata_00000050.jpg,Venus and Adonis,http://commons.wikimedia.org/wiki/Special:FilePath/Venus%20and%20Adonis%20by%20Titian.jpg,arch
Artwork_wikidata_00000051.jpg,Adoration of the Shepherds with the Saints Nazario and Celso,http://commons.wikimedia.org/wiki/Special:FilePath/Adorazione%20dei%20pastori%20con%20i%20santi%20Nazaro%20e%20Celso.jpg,arch
Artwork_wikidata_00000052.jpg,The Legend of the King's Sons,http://commons.wikimedia.org/wiki/Special:FilePath/Bacchiacca%2C%20leggenda%20del%20figlio%20del%20re%20morto.jpg,arch
Artwork_wikidata_00000053.jpg,View of the Garden of the Villa Medici,http://commons.wikimedia.org/wiki/Special:FilePath/Vista%20del%20jard%C3%ADn%20de%20la%20Villa%20Medici%20en%20Roma%2C%20por%20Diego%20Vel%C3%A1zquez.jpg,arch
Artwork_wikidata_00000054.jpg,Madonna with Canon Joris van der Paele,http://commons.wikimedia.org/wiki/Special:FilePath/Jan%20van%20Eyck%20069.jpg,arch
Artwork_wikidata_00000055.jpg,Venus and Adonis,http://commons.wikimedia.org/wiki/Special:FilePath/Workshop%20of%20Titian%20-%20Venus%20and%20Adonis%20-%20National%20Gallery%2C%20London.jpg,arch
Artwork_wikidata_00000056.jpg,Venus and Adonis,http://commons.wikimedia.org/wiki/Special:FilePath/Titian%20%28Tiziano%20Vecellio%29%20%28Italian%20-%20Venus%20and%20Adonis%20-%20Google%20Art%20Project.jpg,arch
Artwork_wikidata_00000057.jpg,Venus and Adonis,http://commons.wikimedia.org/wiki/Special:FilePath/Venus%20and%20Adonis%20MET%20DT5111.jpg,arch
Artwork_wikidata_00000058.jpg,Venus and Adonis,http://commons.wikimedia.org/wiki/Special:FilePath/Ashmolean%20venus%20adonis.jpg,arch
Artwork_wikidata_00000059.jpg,Venus and Adonis,http://commons.wikimedia.org/wiki/Special:FilePath/TizianoVenereAdoneWashinghton.jpg,arch
Artwork_wikidata_00000060.jpg,Venus and Adonis,http://commons.wikimedia.org/wiki/Special:FilePath/Titian%20-%20Venus%20and%20Adonis%20-%20WGA22906.jpg,arch
Artwork_wikidata_00000061.jpg,Venus and Cupid,http://commons.wikimedia.org/wiki/Special:FilePath/Pontormo%2C%20venere%20e%20amore%20da%20michelangelo%2C%201533%20ca.%2001.jpg,arch
Artwork_wikidata_00000062.jpg,An Arch of Old Westminster Bridge,http://commons.wikimedia.org/wiki/Special:FilePath/Samuel%20Scott%20-%20Part%20of%20Old%20Westminster%20Bridge%20-%20WGA21091.jpg,arch
Artwork_wikidata_00000063.jpg,The Crystal Ball,http://commons.wikimedia.org/wiki/Special:FilePath/John%20William%20Waterhouse%20-%20The%20Crystal%20Ball.JPG,arch
Artwork_wikidata_00000064.jpg,Doña Maria Teresa de Vallabriga,http://commons.wikimedia.org/wiki/Special:FilePath/M.Teresa%20Vallabriga.jpg,arch
Artwork_wikidata_00000065.jpg,Peasants in an inn,http://commons.wikimedia.org/wiki/Special:FilePath/Adriaen%20van%20Ostade%20-%20Peasants%20at%20an%20Inn%20-%20128%20-%20Mauritshuis.jpg,arch
Artwork_wikidata_00000066.jpg,The Oude Kerk in Amsterdam during a Service,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Oude%20Kerk%20in%20Amsterdam%20during%20a%20Service%20by%20Emanuel%20de%20Witte%20Mauritshuis%20824.jpg,arch
Artwork_wikidata_00000067.jpg,Drovers with cattle under an arch of the Colosseum in Rome,http://commons.wikimedia.org/wiki/Special:FilePath/Herders%20met%20vee%20onder%20een%20gewelf%20van%20het%20Colosseum%20te%20Rome.%20Rijksmuseum%20SK-A-2314.jpeg,arch
Artwork_wikidata_00000068.jpg,Jupiter and Antiope,http://commons.wikimedia.org/wiki/Special:FilePath/Ingres%20Jupiter%20et%20Antiope.jpg,arch
Artwork_wikidata_00000069.jpg,Venus and Vulcan,http://commons.wikimedia.org/wiki/Special:FilePath/V%C3%A9nus%20et%20Vulcain%2C%20Romano%20%28Louvre%20INV%20424%29%2004.jpg,arch
Artwork_wikidata_00000070.jpg,Robed Man in an Archway,http://commons.wikimedia.org/wiki/Special:FilePath/Robed%20Man%20in%20an%20Archway%20-%20Robert%20Walter%20Weir.jpg,arch
Artwork_wikidata_00000071.jpg,Nymph and Fauns,http://commons.wikimedia.org/wiki/Special:FilePath/Nymph%20and%20Fauns%20%28Julius%20Kronberg%29%20-%20Nationalmuseum%20-%2018319.tif,arch
Artwork_wikidata_00000072.jpg,Saint Peter the Apostle,http://commons.wikimedia.org/wiki/Special:FilePath/Saint%20Peter%20the%20Apostle%20by%20Bernardino%20Zenale.jpg,arch
Artwork_wikidata_00000073.jpg,"Cathedral, Chillo, Ecuador",http://commons.wikimedia.org/wiki/Special:FilePath/Cathedral%20Chillo%20Ecuador%20by%20Frederic%20Edwin%20Church.jpg,arch
Artwork_wikidata_00000074.jpg,The Colleoni Monument in a Caprice Setting,http://commons.wikimedia.org/wiki/Special:FilePath/Canaletto%20-%20The%20Colleoni%20Monument%20in%20a%20Caprice%20Setting%20RCIN%20404415.jpg,arch
Artwork_wikidata_00000075.jpg,The Colleoni Monument in a Caprice Setting,http://commons.wikimedia.org/wiki/Special:FilePath/Canaletto%20%28Venice%201697-Venice%201768%29%20-%20The%20Colleoni%20Monument%20in%20a%20Capriccio%20Setting%20-%20RCIN%20404415%20-%20Royal%20Collection.jpg,arch
Artwork_wikidata_00000076.jpg,Fantastic architecture with portrait of Franciszek Salezy Potocki and his son Stanisław Szczęsny,http://commons.wikimedia.org/wiki/Special:FilePath/Canaletto%20%28I%29%20046.jpg,arch
Artwork_wikidata_00000077.jpg,Capriccio with the Capitol,http://commons.wikimedia.org/wiki/Special:FilePath/Bernardo%20Bellotto%20-%20Capriccio%20of%20the%20Capitol%20-%20WGA01815.jpg,arch
Artwork_wikidata_00000078.jpg,Capriccio with the Capitol,http://commons.wikimedia.org/wiki/Special:FilePath/Capriccio%20con%20Campidoglio%2C%20Bernardo%20Bellotto.jpg,arch
Artwork_wikidata_00000079.jpg,Fantasy Arch with Human Figures,http://commons.wikimedia.org/wiki/Special:FilePath/Francesco%20Guardi%20048.jpg,arch
Artwork_wikidata_00000080.jpg,An architectural capriccio,http://commons.wikimedia.org/wiki/Special:FilePath/Francesco%20Guardi%20-%20An%20architectural%20capriccio%20-%20Google%20Art%20Project.jpg,arch
Artwork_wikidata_00000081.jpg,Capriccio of Ruins with Figures beneath an Archway,http://commons.wikimedia.org/wiki/Special:FilePath/Brooklyn%20Museum%20-%20Capriccio%20of%20Ruins%20with%20Figures%20beneath%20an%20Archway%20-%20Leonardo%20Coccorante%20-%20overall.jpg,arch
Artwork_wikidata_00000082.jpg,Capriccio: Ruins of an Arch and Farmhouses by a Lagoon,http://commons.wikimedia.org/wiki/Special:FilePath/Francesco%20Guardi%20019.jpg,arch
Artwork_wikidata_00000083.jpg,Capriccio with Elegant Figures,http://commons.wikimedia.org/wiki/Special:FilePath/Antonio%20Joli%20-%20Capriccio%20with%20Elegant%20Figures%20-%20WGA11958.jpg,arch
Artwork_wikidata_00000084.jpg,Capriccio with Classical Arch and Goats,http://commons.wikimedia.org/wiki/Special:FilePath/%28Venice%29%20Capriccio%20con%20arco%20classico%20e%20capre%20-%20Michele%20Marieschi%20-%20Gallerie%20Accademia.jpg,arch
Artwork_wikidata_00000085.jpg,Harbor with Roman Ruins,http://commons.wikimedia.org/wiki/Special:FilePath/Leonardo%20Coccorante%20-%20%27Harbor%20Scene%20with%20Roman%20Ruins%27.jpg,arch
Artwork_wikidata_00000086.jpg,Architectural Capriccio,http://commons.wikimedia.org/wiki/Special:FilePath/Antonio%20Joli%20-%20Architectural%20Capriccio%20-%20WGA11959.jpg,arch
Artwork_wikidata_00000087.jpg,Venetian Capriccio,http://commons.wikimedia.org/wiki/Special:FilePath/Francesco%20Guardi%20-%20Venetian%20Capriccio%20-%20WGA10868.jpg,arch
Artwork_wikidata_00000088.jpg,A capriccio of classical ruins with Diogenes throwing away his cup.,http://commons.wikimedia.org/wiki/Special:FilePath/Giovanni%20Paolo%20Panini%20-%20Diogenes.jpg,arch
Artwork_wikidata_00000089.jpg,Capriccio of Classical Ruins,http://commons.wikimedia.org/wiki/Special:FilePath/Giovanni%20Paolo%20Pannini%20-%20Capriccio%20of%20Classical%20Ruins%20-%20WGA16965.jpg,arch
Artwork_wikidata_00000090.jpg,Fantasy Architecture by Moonlight,http://commons.wikimedia.org/wiki/Special:FilePath/Johann%20Friedrich%20Morgenstern%20Phantastische%20Architektur%201808.jpg,arch
Artwork_wikidata_00000091.jpg,A capriccio of classical ruins with figures,http://commons.wikimedia.org/wiki/Special:FilePath/A%20capriccio%20of%20classical%20ruins%20with%20figures%2C%20oil%20on%20canvas%20painting%20by%20Leonardo%20Coccorante.jpg,arch
Artwork_wikidata_00000092.jpg,An architectural capriccio with figures amongst ruins under a stormy night sky,http://commons.wikimedia.org/wiki/Special:FilePath/An%20architectural%20capriccio%20with%20figures%20amongst%20ruins%20under%20a%20stormy%20night%20sky%2C%20oil%20on%20canvas%20painting%20by%20Leonardo%20Coccorante.jpg,arch
Artwork_wikidata_00000093.jpg,architectural capriccio with the Holy Family,http://commons.wikimedia.org/wiki/Special:FilePath/Lot336.jpg,arch
Artwork_wikidata_00000094.jpg,Campo Vaccino,http://commons.wikimedia.org/wiki/Special:FilePath/Vue%20du%20Campo%20Vaccino%20-%20Claude%20Gell%C3%A9e%20dit%20le%20Lorrain%20-%20Louvre%20-%20INV%204713%20%3B%20MR%201741.jpg,arch
Artwork_wikidata_00000095.jpg,The Massacres of the Triumvirate,http://commons.wikimedia.org/wiki/Special:FilePath/Les%20massacres%20du%20Triumvirat%20-%20Antoine%20Caron%20-%20Mus%C3%A9e%20du%20Louvre%20Peintures%20RF%201939%2028.jpg,arch
Artwork_wikidata_00000096.jpg,Prayer in the Mosque,http://commons.wikimedia.org/wiki/Special:FilePath/Prayer%20in%20the%20Mosque.jpg,arch
Artwork_wikidata_00000097.jpg,Arches in Ruins,http://commons.wikimedia.org/wiki/Special:FilePath/Hubert%20Robert%20-%20Arches%20in%20Ruins.jpg,arch
Artwork_wikidata_00000098.jpg,Interior of a Gothic Church at Night,http://commons.wikimedia.org/wiki/Special:FilePath/Interior%20of%20a%20Gothic%20Church%20at%20Night%20MET%20ep71.50.bw.R.jpg,arch
Artwork_wikidata_00000099.jpg,"View in the Stables of the Villa of Maecenas, Tivoli",http://commons.wikimedia.org/wiki/Special:FilePath/View%20in%20the%20Stables%20of%20the%20Villa%20of%20Maecenas%2C%20Tivoli%20MET%20DP169470.jpg,arch
Artwork_wikidata_00000100.jpg,"Caprice with Ruins of an Arch and a Villa in the Background, Fantasy View",http://commons.wikimedia.org/wiki/Special:FilePath/Francesco%20Guardi%20-%20Capriccio%20arco%20rovinato%20e%20una%20villa%20nello%20sfondo%20%281760s%29.jpg,arch
Artwork_wikidata_00000101.jpg,"Green Door, Santa Maria della Salute",http://commons.wikimedia.org/wiki/Special:FilePath/Green%20Door%2C%20Santa%20Maria%20della%20Salute%20MET%2050.130.76.jpg,arch
Artwork_wikidata_00000102.jpg,"Green Door, Santa Maria della Salute",http://commons.wikimedia.org/wiki/Special:FilePath/John%20Singer%20Sargent%20-%20Green%20Door%2C%20Santa%20Maria%20della%20Salute%20-%20Inl%C3%A5n%20JSS%20522-04%20-%20Nationalmuseum.jpg,arch
Artwork_wikidata_00000103.jpg,"Arcade of the Grand Trianon, Versailles",http://commons.wikimedia.org/wiki/Special:FilePath/Carroll%20Beckwith%20-%20Arcade%20of%20the%20Grand%20Trianon%2C%20Versailles%20-%201974.69.15%20-%20Smithsonian%20American%20Art%20Museum.jpg,arch
Artwork_wikidata_00000104.jpg,View of the Temple of Peace in the Roman Forum,http://commons.wikimedia.org/wiki/Special:FilePath/George%20Loring%20Brown%20-%20View%20of%20the%20Temple%20of%20Peace%20in%20the%20Roman%20Forum%20-%201974.24.1%20-%20Smithsonian%20American%20Art%20Museum.jpg,arch
Artwork_wikidata_00000105.jpg,"Ponte Vecchio, Florence",http://commons.wikimedia.org/wiki/Special:FilePath/George%20Elbert%20Burr%20-%20Ponte%20Vecchio%2C%20Florence%20-%201983.83.154%20-%20Smithsonian%20American%20Art%20Museum.jpg,arch
Artwork_wikidata_00000106.jpg,A Window in the Hall of Justice,http://commons.wikimedia.org/wiki/Special:FilePath/Herbert%20W.%20Faulkner%20-%20A%20Window%20in%20the%20Hall%20of%20Justice%20-%201976.25%20-%20Smithsonian%20American%20Art%20Museum.jpg,arch
Artwork_wikidata_00000107.jpg,Aqueduct,http://commons.wikimedia.org/wiki/Special:FilePath/Aqueduct%20SAAM-1962.13.57%201.jpg,arch
Artwork_wikidata_00000108.jpg,"Baths of Caracalla, Rome",http://commons.wikimedia.org/wiki/Special:FilePath/Baths%20of%20Caracalla%2C%20Rome%20SAAM-1962.13.21%201.jpg,arch
Artwork_wikidata_00000109.jpg,"Baths of Caracalla, Rome",http://commons.wikimedia.org/wiki/Special:FilePath/Cass%20Gilbert%20-%20Baths%20of%20Caracalla%2C%20Rome%20-%201962.13.21%20-%20Smithsonian%20American%20Art%20Museum.jpg,arch
Artwork_wikidata_00000110.jpg,Doorway in Anla(?),http://commons.wikimedia.org/wiki/Special:FilePath/Doorway%20in%20Anla%20SAAM-1962.13.13%201.jpg,arch
Artwork_wikidata_00000111.jpg,"Folded Strata, a Great Geological Arch, Colorado",http://commons.wikimedia.org/wiki/Special:FilePath/Folded%20Strata%2C%20a%20Great%20Geological%20Arch%2C%20Colorado%20SAAM-1930.12.60%201.jpg,arch
Artwork_wikidata_00000112.jpg,"Folded Strata, a Great Geological Arch, Colorado",http://commons.wikimedia.org/wiki/Special:FilePath/William%20Henry%20Holmes%20-%20Folded%20Strata%2C%20a%20Great%20Geological%20Arch%2C%20Colorado%20-%201930.12.60%20-%20Smithsonian%20American%20Art%20Museum.jpg,arch
Artwork_wikidata_00000113.jpg,King's College Chapel—Cambridge,http://commons.wikimedia.org/wiki/Special:FilePath/David%20Roberts%20-%20King%27s%20College%20Chapel-Cambridge%20-%201956.11.48%20-%20Smithsonian%20American%20Art%20Museum.jpg,arch
Artwork_wikidata_00000114.jpg,Porte St. Denis,http://commons.wikimedia.org/wiki/Special:FilePath/Porte%20St.%20Denis-1952.13.128%201.jpg,arch
Artwork_wikidata_00000115.jpg,"Doorway (San Marco, Venice)",http://commons.wikimedia.org/wiki/Special:FilePath/Jose%20Villegas%20Y%20Cordero%20-%20Doorway%20%28San%20Marco%2C%20Venice%29%20-%201961.5.2%20-%20Smithsonian%20American%20Art%20Museum.jpg,arch
Artwork_wikidata_00000116.jpg,Landscape after Ruisdael,http://commons.wikimedia.org/wiki/Special:FilePath/WLA%20brooklynmuseum%20Thomas%20Doughty%20Landscape%20after%20Ruisdael%204.jpg,arch
Artwork_wikidata_00000117.jpg,The Awakening of Adonis,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Awakening%20of%20Adonis%20-%20John%20William%20Waterhouse%20%281899%29.jpg,arch
Artwork_wikidata_00000118.jpg,Q21279456,http://commons.wikimedia.org/wiki/Special:FilePath/Los%20Reales%20Alc%C3%A1zares%20de%20Sevilla%2C%20de%20Manuel%20Barr%C3%B3n%20%28Museo%20del%20Romanticismo%20de%20Madrid%29.jpg,arch
Artwork_wikidata_00000119.jpg,The Raising of Lazarus,http://commons.wikimedia.org/wiki/Special:FilePath/Resurrezione%20di%20Lazzaro%20%28Magnasco%20e%20Spera%29.jpg,arch
Artwork_wikidata_00000120.jpg,The Lamentation over the Dead Christ,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Lamentation%20over%20the%20Dead%20Christ%20.PNG,arch
Artwork_wikidata_00000121.jpg,The Lamentation over the Dead Christ,http://commons.wikimedia.org/wiki/Special:FilePath/Perugino%2C%20compianto%20sul%20cristo%20morto%2C%201495%20ca.%2C%20con%20tracce%20di%20stemmi%20del%20nobiluomo%20francese%20claude%20gouffier%20aggiunti%20dopo.jpg,arch
