File Name,Artist,Title,Earliest Date,Latest Date,Photo Archive,Details URL,Image Credits
27fda028-4957-4f15-b7e4-6c46092da03a.jpg,Adriaen van Ostade,Landschap met oude eik,1639,1641,Rijksmuseum,http://www.rijksmuseum.nl/nl/collectie/SK-A-4093,https://lh3.googleusercontent.com/lwITzGcPkf7GKrKpVU_EJUHCw0_seVxTjWJtDm7saBUvCrd_8y-BXcTn6o_P-_pgxRuAqY1ZPZsyCayB1Ahj4aFds9Tz6Xss8XNKPsA=s0
14ea0513-fe20-4e8c-b3cd-02b5fc421c59.jpg,Gerard van Nijmegen,Berglandschap bij Düsseldorf,1790,1790,Rijksmuseum,http://www.rijksmuseum.nl/nl/collectie/SK-A-4223,https://lh4.ggpht.com/4qRGQpJ5S0HV_DjSlT0fgLPXA5d3ntnv-S_aGYHlnKu09LU8sJ4sp7Q-XJV0PcX7U5l0kn1YYC-Bx0jkjdSzgpnjK5e1=s0
0c6c0703-2033-4dd4-a1db-f74f1527c4ae.jpg,Johan Adolph Rust,"Gezicht op de Hoge Sluis te Amsterdam, vanaf de Amstel Jachthaven",1868,1868,Rijksmuseum,http://www.rijksmuseum.nl/nl/collectie/SK-A-4275,https://lh6.ggpht.com/DFm4c38LbWpmixmbI97QXaGrRl76T57pvQZnpStmNOaHl-IWCvMVnsKiZrOAu5G3BgJMCUqUEPFleZMq8Fwe5NoGuuA=s0
465bb4a9-3ddd-4a55-9ff1-1c6700cf2977.jpg,Jan Both,Italiaans landschap met tekenaar,1650,1652,Rijksmuseum,http://www.rijksmuseum.nl/nl/collectie/SK-C-109,https://lh3.googleusercontent.com/KA2hIo0BlMDmyQDEC3ixvp9WHgcyJnlAvWtVcZmExh9ocPoZdQGRJh7bZjE2Mx2OGC0Zi3QGHGP0LlmuFgRlIYs36Sgn5G2OD-0MaTo=s0
fed669f9-80e6-44a8-bf70-7de338cf77c9.jpg,Willem de Heusch,Italiaans landschap bij zonsondergang,1660,1692,Rijksmuseum,http://www.rijksmuseum.nl/nl/collectie/SK-A-149,https://lh3.googleusercontent.com/M7Zo0q88X4l7_5OhBONoiApLYEayKWisG1a6YFSFB4OckrNAiuTyzZWwKXyxls4cjUf0QzYwzXjatAFsgyBi4Cz8Ok89=s0
c6befa6f-89c5-4a3d-bce3-dee29e571fae.jpg,Rembrandt van Rijn,Landschap met stenen brug,1638,1638,Rijksmuseum,http://www.rijksmuseum.nl/nl/collectie/SK-A-1935,https://lh3.googleusercontent.com/_s3YWiBaZ5MLItdnoqsnPCn3vbvfRCWORbObvp0lj5HBbjP_5dtOAYzWyh30fcwAYFC_1J7XF4rXnHNSxZFtFSpM-EY=s0
10bc05c1-620c-43d8-b426-64708a2756e3.jpg,Jacob Maris,Oud buurtje aan het water,1883,1883,Rijksmuseum,http://www.rijksmuseum.nl/nl/collectie/SK-A-2464,https://lh5.ggpht.com/W9AYkAsPCbLlkN4fh6p940KHTKre5dC4QapGaFbt43ZUaI8VhweaSbrtvJ2aEe6oqmhMAX4YlGWpowahxiN6YnEsEw=s0
87f71c38-0b97-4898-872a-5740429f5662.jpg,Willem Roelofs (I),De brug over de IJssel bij Doesburg,1889,1889,Rijksmuseum,http://www.rijksmuseum.nl/nl/collectie/SK-A-3606,https://lh3.googleusercontent.com/4VklngRNoTIlLKblBw2fPpeYopAOj0vJvFqEVzFBSWWlY1HqR6Z3o0TTszN3JHTYG3z_Z5rVUQOV94rM7EOa-eDAeQ=s0
27fda028-4957-4f15-b7e4-6c46092da03a.jpg,Adriaen van Ostade,Landschap met oude eik,1639,1641,Rijksmuseum,http://www.rijksmuseum.nl/nl/collectie/SK-A-4093,https://lh3.googleusercontent.com/lwITzGcPkf7GKrKpVU_EJUHCw0_seVxTjWJtDm7saBUvCrd_8y-BXcTn6o_P-_pgxRuAqY1ZPZsyCayB1Ahj4aFds9Tz6Xss8XNKPsA=s0
67902cd1-3a8e-4104-a17c-2c31ef0eacf2.jpg,Michel-Martin Drolling,Gezicht op de tuinen van Villa Medici,1811,1816,Rijksmuseum,http://www.rijksmuseum.nl/nl/collectie/SK-A-5001,https://lh3.googleusercontent.com/Hgkq5lNGjaPNdRS7YD73XwIYtAZ5qEhpw56jqi_gzdN1R7vuqZBnDxbDD9CNy8an3q5Ac-qW71wJcrGe7KZAjAkH0Q=s0
fcf8c66f-9cab-4421-a204-7b95a560d387.jpg,Jan Both,Italiaans landschap met de Ponte Lucano over de Aniene rivier,1650,1652,Rijksmuseum,http://www.rijksmuseum.nl/nl/collectie/SK-A-51,https://lh3.googleusercontent.com/oeGQnpPuo_uqrSk6HJKG8JVmpqIOuDii5PmUFan3F_dgnFjo0BofLxR418FtLZv14yU2RSl7GmAuIqniPspWr9dP3_zCRslmwQ4P9aEoFA=s0
14ea0513-fe20-4e8c-b3cd-02b5fc421c59.jpg,Gerard van Nijmegen,Berglandschap bij Düsseldorf,1790,1790,Rijksmuseum,http://www.rijksmuseum.nl/nl/collectie/SK-A-4223,https://lh4.ggpht.com/4qRGQpJ5S0HV_DjSlT0fgLPXA5d3ntnv-S_aGYHlnKu09LU8sJ4sp7Q-XJV0PcX7U5l0kn1YYC-Bx0jkjdSzgpnjK5e1=s0
9f3ef70a-fe20-45c9-93de-eb93570fedd7.jpg,Jan Asselijn,Ezeldrijvers bij een Italiaanse ruïne,1650,1650,Rijksmuseum,http://www.rijksmuseum.nl/nl/collectie/SK-C-89,https://lh3.googleusercontent.com/885IqSoap0A2oIxO_V47Z3JZ8cTm8yROKkWLqplk3WeTSnqW9GfX2VBUq-V4vAk5pincCSdf6SLpFUtr7eyixAHqzVc=s0
0c6c0703-2033-4dd4-a1db-f74f1527c4ae.jpg,Johan Adolph Rust,"Gezicht op de Hoge Sluis te Amsterdam, vanaf de Amstel Jachthaven",1868,1868,Rijksmuseum,http://www.rijksmuseum.nl/nl/collectie/SK-A-4275,https://lh6.ggpht.com/DFm4c38LbWpmixmbI97QXaGrRl76T57pvQZnpStmNOaHl-IWCvMVnsKiZrOAu5G3BgJMCUqUEPFleZMq8Fwe5NoGuuA=s0
c1eaf8c6-39e1-4708-bca8-48d1c812a40f.jpg,anoniem,De heilige Hiëronymus en de heilige Catharina van Alexandria,1480,1490,Rijksmuseum,http://www.rijksmuseum.nl/nl/collectie/SK-C-1787,https://lh3.googleusercontent.com/nLBhcNaHijQF2SXDByLPOl9O3hGXivSZj-Rp545f5QRRvLJZ4FPH3G3hHjhoPd8GzqiFym_ITsN6I4eTXHVpgLWZnh8=s0
969e4bd8-006d-4980-995c-22d42a8188f9.jpg,Monogrammist GF (schilder),Groepsportret van vier kunstenaars,1680,1680,Rijksmuseum,http://www.rijksmuseum.nl/nl/collectie/SK-A-5055,https://lh3.googleusercontent.com/uBJenjQJXt1T-MrqgMLPFSjmpsvJsF7g6oUPbLHZTB8AWd8pgoeMNL3t-9EyMATDDl4XdNBMcs_zaQcwIQSCPWTOUdsePBolh1arr6cG7Q=s0
c1eaf8c6-39e1-4708-bca8-48d1c812a40f.jpg,anoniem,De heilige Hiëronymus en de heilige Catharina van Alexandria,1480,1490,Rijksmuseum,http://www.rijksmuseum.nl/nl/collectie/SK-C-1787,https://lh3.googleusercontent.com/nLBhcNaHijQF2SXDByLPOl9O3hGXivSZj-Rp545f5QRRvLJZ4FPH3G3hHjhoPd8GzqiFym_ITsN6I4eTXHVpgLWZnh8=s0
62b5dc9a-1383-46a2-9d7f-67934d625323.jpg,Monogrammist MHVH,Blijde inkomste van de hertog van Anjou in Antwerpen op 19 februari 1582,0,0,Rijksmuseum,http://www.rijksmuseum.nl/nl/collectie/SK-A-4867,https://lh3.googleusercontent.com/tWRYQ89QfpotU_ZoCYDVqPR1z84qCP9bEV-oVDPEtob0VqrkiawxznQzCYJq5FZu1o0jBXqPjsxSq6otbOvvk7kkWNA=s0
fd8e4c10-b6a4-40de-8dc3-794d75b078f3.jpg,Antoon Derkinderen,Boog van Titus te Rome,1887,1887,Rijksmuseum,http://www.rijksmuseum.nl/nl/collectie/RP-T-1944-165,https://lh5.ggpht.com/VZ-SVcyvnJG-RHIgmOnH5Na84Nn2SHM8X8Az2aXg96xtX2APxFG0aHE0Pq0-vlXiuTZDMnHp6rW-CAuQqjI9cYGiiQw=s0
62b5dc9a-1383-46a2-9d7f-67934d625323.jpg,Monogrammist MHVH,Blijde inkomste van de hertog van Anjou in Antwerpen op 19 februari 1582,0,0,Rijksmuseum,http://www.rijksmuseum.nl/nl/collectie/SK-A-4867,https://lh3.googleusercontent.com/tWRYQ89QfpotU_ZoCYDVqPR1z84qCP9bEV-oVDPEtob0VqrkiawxznQzCYJq5FZu1o0jBXqPjsxSq6otbOvvk7kkWNA=s0
c3a05f6b-4b71-4cfd-ab8d-3c7d79e08ea1.jpg,Adriaan de Lelie,De kunstgalerij van Jan Gildemeester Jansz,1794,1795,Rijksmuseum,http://www.rijksmuseum.nl/nl/collectie/SK-A-4100,https://lh3.googleusercontent.com/vkoS9jmZLZWuWH1LNIG3eJUVI6W7XqOUKmFf_lcuB4m1nJydWPXZGggi3XGwmirNj1wLdiO7sH6x5fJ60XJnH2expg=s0
7028a5e5-88c8-4660-817a-d17a60a178eb.jpg,Adriaan de Lelie,De kunstgalerij van Josephus Augustinus Brentano,1790,1799,Rijksmuseum,http://www.rijksmuseum.nl/nl/collectie/SK-A-4122,https://lh5.ggpht.com/k6OotfmgFpkcI7-qvy8CA1vEF9UJNv2CTepxhAOXfXD25o7v36tXvc1Vkex-LSyiJXsfdOePhLwY2PYrBAR0wHjl8aE=s0
550802cf-1350-4b1d-bf7c-bfb9e42ca59e.jpg,Ary de Vois,Portret van een rabbijn,1716,1716,Rijksmuseum,http://www.rijksmuseum.nl/nl/collectie/SK-A-946,https://lh5.ggpht.com/OzS8lI6glxA_DcyjcpbvlVdCEau6n8aJ_AMfzvNWHl6PoEsNaOlTAkN2nV3b5qyTiKAzm_RJNV2dvErh8I02HXj01W4=s0
d58e87a7-852b-449d-a3a3-ea53d57234cf.jpg,Peter Paul Rubens,"Portret van Anna van Oostenrijk (1601-1666), koningin van Frankrijk",0,0,Rijksmuseum,http://www.rijksmuseum.nl/nl/collectie/SK-C-296,https://lh3.googleusercontent.com/yDjNFnMzOQpqldRjpMrI027-MNLKCT7k0y948b5zk3Z_KWcLl239zA90BgqNKkd32Ah7uJk_J-pPGICUmbMi4ug8L5kkCPD638PSKF5l=s0
3edb04cf-d96d-461c-9758-3077f402ff86.jpg,Simon de Vlieger,De thuiskomst van de valkenier,1637,1637,Rijksmuseum,http://www.rijksmuseum.nl/nl/collectie/SK-A-1981,https://lh3.googleusercontent.com/JHlGxe2lI28nHkHO_g725MFx7R3Qgd0pIWeaFx-DImo5Ik_mmrVKnkdgrHabtB_vVJ37lwZypKMVv_8jQT1qA1KbxA=s0
b4451fb2-c75d-453e-8d64-b4351c82ffd7.jpg,Dirck van Delen,Interieur van een gotische kerk,1641,1641,Rijksmuseum,http://www.rijksmuseum.nl/nl/collectie/SK-C-1799,https://lh3.googleusercontent.com/0KOwydYF9doNACxsOcSdosZR-TvheMcm30SQPcp3d4vaAMBQY9Fae9M_EanoqKzYc5gN9ITNCAmdCI3nlHKSdUpt3r6nUrHfx-mrMvKU3w=s0
1e9352d1-0f61-471e-8e60-a96070cee881.jpg,Jacob Vrel,Stadsgezicht,1654,1662,Rijksmuseum,http://www.rijksmuseum.nl/nl/collectie/SK-A-1592,https://lh4.ggpht.com/ZsUEZvs68RUKxhT-SHl5TVa27pQWDa9w7azClyBM0QyZ-Iz9TX04Y6Y3Z8QNdczUYax5JX64Wl6j5JjkjHe18giOrRQ=s0
8febe89a-20cf-41dc-8959-0dab930c440d.jpg,Meester van de Kruisafneming van Figdor,De kruisiging,1505,1505,Rijksmuseum,http://www.rijksmuseum.nl/nl/collectie/SK-A-2212,https://lh3.googleusercontent.com/uspq8ZzWG5zZVi5zqvZxUpv5yxBbGQ59WqQXNlMXQMg8xSC01YcT0GFSnbKcEnkfMltAVebjFuuhhu52JnNIfy9UI24=s0
c3a05f6b-4b71-4cfd-ab8d-3c7d79e08ea1.jpg,Adriaan de Lelie,De kunstgalerij van Jan Gildemeester Jansz,1794,1795,Rijksmuseum,http://www.rijksmuseum.nl/nl/collectie/SK-A-4100,https://lh3.googleusercontent.com/vkoS9jmZLZWuWH1LNIG3eJUVI6W7XqOUKmFf_lcuB4m1nJydWPXZGggi3XGwmirNj1wLdiO7sH6x5fJ60XJnH2expg=s0
e589e8db-d1c5-46f7-9352-b038122d13b9.jpg,Hendrik Voogd,Italiaans landschap met parasoldennen,1807,1807,Rijksmuseum,http://www.rijksmuseum.nl/nl/collectie/SK-A-4688,https://lh3.googleusercontent.com/aqXgCqxvgXItt7Puc22OF8vbuuSGLiI8xUphPF3Jn_VWFBOcLwR96hBC4aRqAVxd_kGy6G-D2y8vRrTJOTbzcSMisc8=s0
876a46b0-9d66-4d1f-8a29-0ad06c2bade8.jpg,Johan Gregor van der Schardt,Zelfportret,1573,1580,Rijksmuseum,http://www.rijksmuseum.nl/nl/collectie/BK-2000-17,https://lh3.googleusercontent.com/FjUHATQW1qcRggtsD9L9SXeeFHVpBCvQ-taIof6oRh2U_6-wI6Oycr7As85EEty5_hXypsdLdhs7HZQay4aRnWf_xGhnAVb23olEUes=s0
7028a5e5-88c8-4660-817a-d17a60a178eb.jpg,Adriaan de Lelie,De kunstgalerij van Josephus Augustinus Brentano,1790,1799,Rijksmuseum,http://www.rijksmuseum.nl/nl/collectie/SK-A-4122,https://lh5.ggpht.com/k6OotfmgFpkcI7-qvy8CA1vEF9UJNv2CTepxhAOXfXD25o7v36tXvc1Vkex-LSyiJXsfdOePhLwY2PYrBAR0wHjl8aE=s0
550802cf-1350-4b1d-bf7c-bfb9e42ca59e.jpg,Ary de Vois,Portret van een rabbijn,1716,1716,Rijksmuseum,http://www.rijksmuseum.nl/nl/collectie/SK-A-946,https://lh5.ggpht.com/OzS8lI6glxA_DcyjcpbvlVdCEau6n8aJ_AMfzvNWHl6PoEsNaOlTAkN2nV3b5qyTiKAzm_RJNV2dvErh8I02HXj01W4=s0
d58e87a7-852b-449d-a3a3-ea53d57234cf.jpg,Peter Paul Rubens,"Portret van Anna van Oostenrijk (1601-1666), koningin van Frankrijk",0,0,Rijksmuseum,http://www.rijksmuseum.nl/nl/collectie/SK-C-296,https://lh3.googleusercontent.com/yDjNFnMzOQpqldRjpMrI027-MNLKCT7k0y948b5zk3Z_KWcLl239zA90BgqNKkd32Ah7uJk_J-pPGICUmbMi4ug8L5kkCPD638PSKF5l=s0
3edb04cf-d96d-461c-9758-3077f402ff86.jpg,Simon de Vlieger,De thuiskomst van de valkenier,1637,1637,Rijksmuseum,http://www.rijksmuseum.nl/nl/collectie/SK-A-1981,https://lh3.googleusercontent.com/JHlGxe2lI28nHkHO_g725MFx7R3Qgd0pIWeaFx-DImo5Ik_mmrVKnkdgrHabtB_vVJ37lwZypKMVv_8jQT1qA1KbxA=s0
b4451fb2-c75d-453e-8d64-b4351c82ffd7.jpg,Dirck van Delen,Interieur van een gotische kerk,1641,1641,Rijksmuseum,http://www.rijksmuseum.nl/nl/collectie/SK-C-1799,https://lh3.googleusercontent.com/0KOwydYF9doNACxsOcSdosZR-TvheMcm30SQPcp3d4vaAMBQY9Fae9M_EanoqKzYc5gN9ITNCAmdCI3nlHKSdUpt3r6nUrHfx-mrMvKU3w=s0
f133ce45-8da2-4ccd-a07c-77ca92c3d7c9.jpg,Paolo Farinati,De aanbidding van de koningen,1585,1585,Rijksmuseum,http://www.rijksmuseum.nl/nl/collectie/SK-C-1352,https://lh6.ggpht.com/N6Z-M6XAnUNU7e1kDTdkGjsY4tMogcJCIh0VLGsCUchGqMec4ObYHxmsknN23veURsrugHpgcipt2e_zK9Kth2vietph=s0
1e9352d1-0f61-471e-8e60-a96070cee881.jpg,Jacob Vrel,Stadsgezicht,1654,1662,Rijksmuseum,http://www.rijksmuseum.nl/nl/collectie/SK-A-1592,https://lh4.ggpht.com/ZsUEZvs68RUKxhT-SHl5TVa27pQWDa9w7azClyBM0QyZ-Iz9TX04Y6Y3Z8QNdczUYax5JX64Wl6j5JjkjHe18giOrRQ=s0
788674bf-c40f-4995-a00b-e91d95f39c3d.jpg,"Gerard ter Borch (II), Gesina ter Borch",Memorieportret van Moses ter Borch (1645-1667),0,0,Rijksmuseum,http://www.rijksmuseum.nl/nl/collectie/SK-A-4908,https://lh3.googleusercontent.com/A0wu9TDHIZlEnMyxoFn410lv2GWHcFMJvATad2_MyRvp1VTdq38WWrdIfJer460UNGYBVuzpsD2d-loqGnF_lGI94KQ=s0
8febe89a-20cf-41dc-8959-0dab930c440d.jpg,Meester van de Kruisafneming van Figdor,De kruisiging,1505,1505,Rijksmuseum,http://www.rijksmuseum.nl/nl/collectie/SK-A-2212,https://lh3.googleusercontent.com/uspq8ZzWG5zZVi5zqvZxUpv5yxBbGQ59WqQXNlMXQMg8xSC01YcT0GFSnbKcEnkfMltAVebjFuuhhu52JnNIfy9UI24=s0
b27ff0d4-b3ed-4439-bf9a-dd59a2069d77.jpg,Friese School 1542,Worp van Ropta (1504-51). Grietman van Oost-Dongeradeel,0,0,Rijksmuseum,http://www.rijksmuseum.nl/nl/collectie/SK-A-1992,https://lh3.ggpht.com/tNkPVF55R2ZsHjQwFPl2R-W96sgtqm_Xsu8vNCEKSqHui26mnyE7alZ6QNFZlkDAJ7x80FWZU1450tmkRX87ZMIFdCY=s0
79607273-20f4-4c52-950c-d4e29f613c32.jpg,Willem Joseph Laquy,Drieluik met allegorie op het kunstonderwijs,1770,1770,Rijksmuseum,http://www.rijksmuseum.nl/nl/collectie/SK-A-2320-B,https://lh3.googleusercontent.com/P5f93-XFOzLMfyMU7G7EwIrtmSARU6DkUx_pyBBc10V0dcHewX5FcH2cvnnZ7XxSE2KvooGCiDvr2fef-Nf26_S4DA=s0
06b20f9e-9f76-48ec-91ca-78c1526d8779.jpg,Willem Joseph Laquy,Drieluik met allegorie op het kunstonderwijs,1770,1770,Rijksmuseum,http://www.rijksmuseum.nl/nl/collectie/SK-A-2320-C,https://lh3.googleusercontent.com/tqzlUWPKxB1THeRZGyXOVCZv9JbmesBBbLlYK0939cim5bBP6NH_ZpQ7IHbXcKv6Zi6lrKM543LtqztcYRmIerRGzQ=s0
a7cb3b94-ab99-4de3-9356-789da2c030a9.jpg,Meester van Badia a Isola,Madonna met kind,1300,1300,Rijksmuseum,http://www.rijksmuseum.nl/nl/collectie/SK-C-1597-A,https://lh3.googleusercontent.com/q2yA80iOWCWOqIry95ivRFOp8_zbqEw2LkY2ITYWZfd_PmL8_a-IKZfJQvdWaczSaSO91K6utO1VzcOfXqKYkV-BZRNF=s0
8febe89a-20cf-41dc-8959-0dab930c440d.jpg,Meester van de Kruisafneming van Figdor,De kruisiging,1505,1505,Rijksmuseum,http://www.rijksmuseum.nl/nl/collectie/SK-A-2212,https://lh3.googleusercontent.com/uspq8ZzWG5zZVi5zqvZxUpv5yxBbGQ59WqQXNlMXQMg8xSC01YcT0GFSnbKcEnkfMltAVebjFuuhhu52JnNIfy9UI24=s0
627487ee-3233-4621-9dfe-15594d19ae19.jpg,Sigmund Gleismüller,Kruisiging,1475,1500,Rijksmuseum,http://www.rijksmuseum.nl/nl/collectie/SK-A-2548,https://lh4.ggpht.com/qYHQmjFOZaFeUT5yw3gx6-kVFW_LlJgUCkSMoVBscUBxTGSLMiLIjZMYiFB9F3lzPtyUPXrfx4DdLzh_uxwWVgjJQ-qC=s0
b27ff0d4-b3ed-4439-bf9a-dd59a2069d77.jpg,Friese School 1542,Worp van Ropta (1504-51). Grietman van Oost-Dongeradeel,0,0,Rijksmuseum,http://www.rijksmuseum.nl/nl/collectie/SK-A-1992,https://lh3.ggpht.com/tNkPVF55R2ZsHjQwFPl2R-W96sgtqm_Xsu8vNCEKSqHui26mnyE7alZ6QNFZlkDAJ7x80FWZU1450tmkRX87ZMIFdCY=s0
8f77a511-074d-4632-88c0-be94043952b4.jpg,Willem Joseph Laquy,Drieluik met allegorie op het kunstonderwijs,1770,1770,Rijksmuseum,http://www.rijksmuseum.nl/nl/collectie/SK-A-2320-A,https://lh3.googleusercontent.com/wJ7yqQosG5ahcdMGWD4KD0T7ClkruBiAVxtR3uHHuFXWpMAgMYK7swXZGJ195zkrW98-lXfi_7B257l6Gx3tayV3fz8=s0
79607273-20f4-4c52-950c-d4e29f613c32.jpg,Willem Joseph Laquy,Drieluik met allegorie op het kunstonderwijs,1770,1770,Rijksmuseum,http://www.rijksmuseum.nl/nl/collectie/SK-A-2320-B,https://lh3.googleusercontent.com/P5f93-XFOzLMfyMU7G7EwIrtmSARU6DkUx_pyBBc10V0dcHewX5FcH2cvnnZ7XxSE2KvooGCiDvr2fef-Nf26_S4DA=s0
06b20f9e-9f76-48ec-91ca-78c1526d8779.jpg,Willem Joseph Laquy,Drieluik met allegorie op het kunstonderwijs,1770,1770,Rijksmuseum,http://www.rijksmuseum.nl/nl/collectie/SK-A-2320-C,https://lh3.googleusercontent.com/tqzlUWPKxB1THeRZGyXOVCZv9JbmesBBbLlYK0939cim5bBP6NH_ZpQ7IHbXcKv6Zi6lrKM543LtqztcYRmIerRGzQ=s0
6145710d-ea6f-4b04-8ac6-1f2d2355e151.jpg,Jan Lievens,Simson en Delila,1630,1635,Rijksmuseum,http://www.rijksmuseum.nl/nl/collectie/SK-A-1627,https://lh3.googleusercontent.com/QMUQ67b0kparRs4PnScZ30yQlpX5YQjVVoNqkklGz68E7j6IBnj87qprLwyyPfF8e0TXOIk7yfELfj9SnhquHttUsKAG=s0
8febe89a-20cf-41dc-8959-0dab930c440d.jpg,Meester van de Kruisafneming van Figdor,De kruisiging,1505,1505,Rijksmuseum,http://www.rijksmuseum.nl/nl/collectie/SK-A-2212,https://lh3.googleusercontent.com/uspq8ZzWG5zZVi5zqvZxUpv5yxBbGQ59WqQXNlMXQMg8xSC01YcT0GFSnbKcEnkfMltAVebjFuuhhu52JnNIfy9UI24=s0
627487ee-3233-4621-9dfe-15594d19ae19.jpg,Sigmund Gleismüller,Kruisiging,1475,1500,Rijksmuseum,http://www.rijksmuseum.nl/nl/collectie/SK-A-2548,https://lh4.ggpht.com/qYHQmjFOZaFeUT5yw3gx6-kVFW_LlJgUCkSMoVBscUBxTGSLMiLIjZMYiFB9F3lzPtyUPXrfx4DdLzh_uxwWVgjJQ-qC=s0
1cb5c6a4-5ad9-4aad-b804-75656818e632.jpg,Tibout Regters,Jan ten Compe (1713-61). Schilder en kunsthandelaar te Amsterdam,1713,1751,Rijksmuseum,http://www.rijksmuseum.nl/nl/collectie/SK-A-330,https://lh6.ggpht.com/2VWsJDC8_F2kjYZg_mcax7d6d-DZWGvkXMVB5tipaqZVnmD7J-gZum37AcBL0nvIRhfPGb1BCNMFY1UxAAPGybvgCw=s0
1cb5c6a4-5ad9-4aad-b804-75656818e632.jpg,Tibout Regters,Jan ten Compe (1713-61). Schilder en kunsthandelaar te Amsterdam,1713,1751,Rijksmuseum,http://www.rijksmuseum.nl/nl/collectie/SK-A-330,https://lh6.ggpht.com/2VWsJDC8_F2kjYZg_mcax7d6d-DZWGvkXMVB5tipaqZVnmD7J-gZum37AcBL0nvIRhfPGb1BCNMFY1UxAAPGybvgCw=s0
